age,diploma,gender,living_place,csp,close_fam,close_friends,close_neighbors,close_colleagues,knows_fam,knows_friends,knows_neighbors,knows_colleagues,find_job,weight,csoc_Q01_01,csoc_Q01_02,csoc_Q01_03,csoc_Q01_04,csoc_Q01_05,csoc_Q01_06,csoc_Q01_07,csoc_Q01_08,csoc_Q01_09,csoc_Q01_10
6,3,1,7,4,3,3,3,3,3,4,4,2,6,0.701627076463469,2,3,4,3,4,4,2,2,3,1
3,4,2,0,3,4,3,2,3,3,3,3,4,5,0.0350466036303151,3,2,4,2,4,1,4,4,4,1
6,2,1,0,4,5,4,4,3,5,3,3,4,1,0.913296248010857,1,3,3,1,3,3,3,3,1,1
6,2,1,1,4,3,3,3,2,3,3,2,1,3,0.726679511442261,1,4,,3,5,4,3,3,5,3
5,3,1,3,4,3,1,1,1,4,2,3,1,7,0.398146659525386,4,4,4,4,4,3,3,4,4,3
4,3,1,7,4,4,2,1,1,1,2,2,4,1,0.693273203984868,4,3,4,4,3,4,4,4,4,4
3,2,1,0,6,3,3,1,3,3,4,4,4,8,0.890178878620986,2,4,4,3,4,4,3,4,4,4
5,3,2,0,1,3,3,1,3,3,3,1,6,7,0.332826154613212,4,2,4,4,4,3,3,3,4,4
5,2,2,7,5,4,3,3,2,3,2,1,3,7,0.453662970789527,4,,4,3,4,3,5,4,5,4
3,2,2,0,5,4,3,1,3,2,3,1,3,1,0.638413248499143,1,3,3,2,3,4,2,1,2,2
3,3,1,7,4,3,3,2,3,4,4,3,5,3,0.039478480004063,3,3,2,3,2,4,1,3,3,1
5,2,1,0,6,3,4,1,3,1,3,3,3,8,0.0362361810318715,1,4,4,1,4,3,4,4,3,1
5,3,2,8,5,4,4,3,4,5,4,3,4,1,0.895109130132856,3,1,4,1,1,1,1,1,1,1
6,2,2,4,5,3,3,2,1,5,1,1,1,1,1.06127767876807,4,1,4,4,1,4,4,4,1,1
2,4,1,7,3,4,3,1,3,1,4,1,3,5,1.75723469563949,4,1,3,4,4,4,3,3,4,2
3,3,2,0,4,5,4,3,3,6,4,4,4,6,0.691663280054217,3,1,3,3,4,2,4,1,3,2
5,1,2,1,5,4,1,4,1,7,4,4,1,7,0.102653551415677,1,1,3,2,4,3,3,3,1,3
5,1,2,7,2,3,3,3,3,3,6,5,,3,1.13711506169153,4,3,4,3,4,3,4,3,3,3
3,3,1,0,6,4,3,2,3,3,2,1,1,7,0.732798454532209,1,1,1,4,4,4,2,1,1,1
2,2,1,2,6,3,3,1,3,3,4,3,4,7,2.83671800345272,1,4,1,1,4,4,2,3,1,2
5,3,2,4,5,3,4,2,1,4,5,3,1,3,0.380613326033183,,,,,,,,,,1
5,3,1,8,2,5,5,3,3,4,4,4,3,3,1.74180825688626,4,2,4,2,4,1,1,1,4,3
3,3,1,0,4,3,2,1,1,2,1,1,3,5,0.158841656203164,4,3,1,4,4,4,4,4,4,4
5,2,1,7,4,3,3,2,1,1,1,1,1,3,1.08976041034807,1,3,3,3,3,4,2,4,3,3
6,4,1,5,3,4,3,2,4,5,4,3,5,8,0.035409090048935,1,1,3,4,4,3,1,1,4,1
2,4,1,0,6,2,3,1,1,1,3,1,1,8,1.61658571950441,4,4,4,4,4,4,2,1,2,2
5,4,1,5,3,4,3,1,3,4,4,1,4,3,0.284830109224149,4,3,3,3,4,4,4,1,3,1
6,2,2,7,5,3,3,1,1,3,4,1,2,7,0.599794152335826,4,4,4,4,4,1,4,4,1,4
5,3,2,5,4,3,3,1,2,3,4,3,3,6,0.400458672895952,4,3,3,3,3,4,4,3,4,2
4,2,1,0,6,4,3,3,5,3,3,3,3,3,0.505616538192395,3,3,3,4,3,4,3,2,2,1
7,2,1,0,1,5,3,3,3,4,4,3,2,8,2.34476171561365,3,4,5,3,4,4,3,5,4,1
3,4,1,7,3,3,3,1,2,1,4,1,1,8,0.160834691833933,4,4,3,3,4,3,4,2,4,1
2,4,2,8,3,2,3,1,3,2,3,1,3,5,1.06503987547737,4,3,3,1,3,3,3,2,4,2
5,3,1,0,3,3,3,3,1,3,3,3,1,3,0.714428756949874,3,3,4,3,3,4,3,2,3,4
1,2,2,0,5,3,3,2,3,1,1,3,3,3,5.22177440779339,3,3,3,3,4,4,3,3,1,3
4,4,1,4,3,4,3,1,3,4,3,1,3,3,0.408705087842587,1,4,4,4,4,3,4,1,4,1
6,2,1,7,3,3,3,1,1,1,4,3,1,6,0.35998310067849,4,4,4,4,1,4,4,2,4,1
4,4,1,7,6,3,4,1,1,3,4,3,4,3,0.236642817993947,4,1,4,1,3,2,3,1,4,2
2,3,2,8,5,4,3,2,1,3,3,1,1,2,8.24880462107205,4,4,1,4,4,3,2,2,3,3
5,4,1,8,5,6,3,1,5,5,4,1,5,6,0.239158685926709,1,3,1,2,3,3,2,1,1,1
6,3,2,2,5,4,1,1,3,1,1,1,1,7,0.42512593359863,4,1,4,1,3,3,3,3,3,3
4,4,2,2,6,3,3,1,3,4,3,3,4,3,0.428688816315093,1,3,3,3,3,3,3,1,4,1
5,2,2,4,6,3,2,1,1,3,2,1,1,7,0.39813459783634,4,1,1,3,3,4,3,1,3,1
2,2,1,2,6,4,3,1,6,3,3,3,5,6,2.29380546690675,1,3,1,3,3,3,1,1,3,3
2,4,2,8,3,3,3,1,1,1,3,,3,1,0.769490949720213,3,3,3,3,2,2,4,1,2,2
5,2,2,0,5,4,3,3,3,4,2,3,3,8,0.806135264430862,1,3,3,3,2,2,2,2,2,2
3,2,2,0,2,3,1,1,1,3,3,1,1,7,0.339387918561975,4,4,4,4,4,4,4,4,4,2
6,1,1,8,4,4,4,3,1,3,3,2,1,1,4.22204248935117,1,4,3,2,4,3,2,1,2,2
4,1,2,7,6,3,3,1,1,2,1,1,1,7,3.18435550779798,3,4,2,4,4,4,4,3,4,1
3,2,1,5,6,3,3,1,3,2,2,2,2,7,0.374409077485906,4,3,2,3,2,5,1,1,3,1
5,4,2,8,3,5,5,4,1,5,6,5,1,6,0.225820315750083,3,1,3,3,4,4,4,3,4,1
5,1,1,8,6,4,1,1,1,3,1,1,1,1,0.705034413153268,4,1,4,4,3,3,2,3,1,2
5,4,1,7,3,3,3,1,1,3,1,1,1,8,0.02387438512348,3,4,3,3,4,4,3,3,3,1
4,2,1,0,4,3,1,1,3,2,1,1,3,6,0.804997466812218,4,4,3,1,4,3,4,4,4,1
4,2,1,7,6,3,3,1,1,3,3,1,1,5,0.405653497743404,4,4,4,4,4,,3,1,4,2
7,3,1,0,2,2,1,3,1,1,3,3,1,7,1.2427726961377,4,2,4,1,3,2,2,2,,2
6,1,2,0,6,3,3,3,1,4,3,4,1,3,1.53577404326019,4,1,4,3,4,4,3,3,2,2
3,3,2,8,6,5,2,1,1,1,1,1,1,6,1.48876050809404,3,3,4,4,3,4,4,1,4,2
6,2,1,3,6,4,4,3,3,5,5,3,5,8,0.666569017412417,1,1,4,3,5,4,3,1,3,1
5,2,1,0,6,2,3,2,1,4,4,4,4,8,0.858010783363721,3,2,1,,2,,2,,,1
6,3,1,1,4,,,,,,,,,7,0.838125931892963,4,4,4,3,4,4,4,3,4,1
2,1,2,0,4,3,3,2,3,2,3,2,3,6,4.43031933017625,1,2,4,2,2,4,1,1,2,2
6,3,2,6,3,3,5,1,1,3,3,1,1,7,0.0474959684790836,4,4,4,3,4,4,3,3,,2
7,2,2,0,6,3,2,3,1,3,4,4,3,7,1.39032873321149,3,3,3,2,4,4,3,2,1,3
6,4,1,2,3,3,3,2,3,4,2,3,3,7,0.57642272987201,4,1,3,2,2,3,1,1,1,1
3,4,1,6,4,3,4,2,4,6,6,1,6,7,0.440184485760731,3,1,4,3,4,4,3,3,4,1
4,3,2,7,5,3,3,3,3,3,3,4,4,1,0.560177125316706,4,3,3,3,1,4,1,1,1,1
6,4,1,5,3,3,3,2,1,3,3,3,1,8,0.154755054356011,4,1,4,3,4,4,4,2,4,
5,4,1,1,3,3,4,2,1,1,4,1,1,6,0.164285347599515,4,1,4,4,1,3,3,3,4,3
4,2,2,0,5,4,3,2,2,3,3,3,1,7,0.867372699960746,4,4,4,3,4,3,4,3,1,3
5,3,2,5,4,3,3,2,1,2,3,1,1,3,0.385997837822065,2,4,4,3,4,4,3,3,4,3
5,3,2,7,4,3,1,1,1,3,3,1,1,1,0.053874533190507,1,4,1,2,3,4,3,1,3,3
1,3,2,0,6,3,3,1,1,1,1,1,1,1,3.15044937119267,4,4,1,4,4,4,1,2,4,3
4,4,1,0,3,4,3,1,1,6,4,1,1,1,0.311290766930135,4,4,4,4,2,4,3,1,4,2
2,2,2,3,2,4,3,1,3,1,1,1,1,1,4.017827731778,3,4,3,2,4,4,3,3,3,2
6,4,2,2,6,4,3,3,3,4,4,3,4,8,0.269138721496688,4,4,3,3,4,4,3,3,4,1
3,2,1,0,4,3,2,1,1,1,1,1,1,6,0.43228595366043,3,3,3,1,3,4,1,4,4,1
2,2,2,5,5,3,3,1,3,2,3,1,3,6,1.48869709396785,2,4,2,3,4,4,1,4,2,2
6,4,1,0,3,3,4,3,3,3,3,4,2,7,0.633436751907735,4,2,2,2,4,4,1,3,2,1
6,3,1,0,4,4,4,1,1,4,4,3,1,8,0.635925108649363,1,4,4,3,4,4,3,2,4,2
4,4,1,7,3,4,4,1,3,3,4,2,5,3,0.342309360312343,4,2,4,1,3,2,3,1,3,1
5,4,1,6,3,3,3,1,1,4,4,3,2,8,0.0297382286072065,4,2,3,3,1,3,3,1,4,1
5,1,2,7,6,3,3,3,3,1,1,3,1,5,2.52812165379391,,,2,,,,,,,
4,2,2,4,5,5,3,1,1,5,,,,6,2.06672998925757,4,4,1,1,4,4,2,1,2,3
4,4,2,8,3,3,4,1,3,5,6,3,7,7,0.468890904290131,4,2,4,4,4,4,1,3,4,1
4,3,1,7,4,3,3,1,1,3,3,1,2,3,0.0803813500137282,3,3,4,4,3,3,3,3,2,3
7,1,2,6,5,3,3,2,1,3,3,4,1,3,1.93485092386563,4,3,2,3,3,3,4,4,4,3
5,4,1,7,3,3,,,,,,,,3,0.285343480592983,4,2,3,3,3,3,4,4,3,3
5,1,2,1,5,3,3,3,1,,,,1,8,0.0731953190771614,1,4,3,3,4,5,3,3,5,3
5,2,1,4,4,2,3,3,1,1,1,1,1,6,0.938605879654102,3,4,4,4,4,3,4,2,2,2
4,2,2,8,4,3,3,1,3,3,3,1,3,8,2.48676220312447,1,4,4,4,4,4,4,4,4,1
7,4,2,4,4,3,3,2,1,3,4,1,1,8,0.583343992900438,,,3,,,,,1,,1
3,4,1,7,4,3,3,1,3,2,4,4,4,6,0.423423195214793,3,2,3,4,4,4,3,1,2,2
2,2,2,0,5,3,3,2,2,1,3,2,2,8,2.99842087124986,3,4,3,1,4,4,4,2,1,4
6,1,2,2,6,5,5,3,3,5,6,4,1,1,1.66159633610096,3,2,3,1,3,2,3,1,1,2
6,1,2,4,5,3,3,2,1,4,3,2,1,8,0.970631163216759,5,5,5,5,5,5,5,5,5,5
4,3,2,7,4,4,3,1,3,4,3,1,3,1,0.397117447634879,4,4,4,2,1,3,4,2,4,1
4,2,2,0,1,3,3,1,1,3,3,2,1,1,0.343634214237946,4,4,4,3,4,4,3,3,4,3
4,1,2,7,3,3,3,3,3,4,4,3,6,4,1.78813778659732,1,3,1,3,3,4,4,3,1,4
6,1,2,0,5,3,3,2,1,3,3,2,1,8,0.295470474826168,4,3,3,2,4,4,2,2,4,2
5,3,2,7,3,1,3,1,3,4,3,1,3,6,0.387772378172431,,,,,,,,2,,
6,3,2,8,3,3,3,1,1,5,6,1,5,6,1.70257304245144,4,2,4,4,1,3,4,1,1,1
3,3,1,0,6,3,3,1,3,1,3,3,3,7,0.866144838092303,1,4,1,1,3,4,3,2,4,3
5,4,2,7,3,4,4,3,3,5,5,4,5,6,0.252109431944022,4,1,3,3,1,1,3,3,3,1
5,3,2,0,6,3,3,2,1,3,4,3,1,5,0.37960215310961,3,1,3,3,4,3,,4,4,1
6,4,1,0,3,5,6,3,3,4,7,4,5,8,0.386229983803236,1,4,1,1,1,4,2,3,1,1
2,3,1,4,6,3,4,1,4,4,4,1,5,7,2.04269609939969,3,2,4,4,2,4,3,2,4,3
2,2,2,0,5,3,3,3,3,3,3,3,3,7,0.186064690080565,3,4,2,4,4,3,3,3,3,2
6,1,1,2,4,3,3,5,6,3,6,5,5,7,1.2669195922381,4,4,4,4,4,4,2,2,4,2
5,3,1,0,4,3,5,4,1,3,3,3,1,7,0.394257704059461,4,4,4,4,4,4,4,3,4,3
5,2,2,1,5,3,3,1,1,3,3,1,1,6,0.916761749841645,1,1,4,2,4,4,1,3,4,3
4,3,1,2,4,4,3,1,3,4,4,1,3,1,0.08776761058651,3,2,4,4,4,4,1,2,3,1
3,4,2,2,4,3,3,2,2,3,2,1,2,3,0.746412451586827,1,3,2,4,4,3,4,1,4,1
5,4,1,0,4,4,5,3,3,4,5,4,1,8,0.438102287453493,4,1,4,3,1,4,4,4,4,2
5,3,2,0,4,5,4,1,3,4,4,3,3,8,0.0601659610967359,4,2,4,1,4,5,3,4,4,1
4,2,2,7,4,4,4,1,3,5,6,4,5,7,1.01406089155995,2,3,3,2,4,4,4,2,3,1
5,1,2,0,5,4,3,2,1,3,3,3,1,7,0.164239923748855,3,2,1,3,3,3,4,3,1,1
5,2,2,2,5,3,3,2,3,5,5,4,4,3,0.333461562369467,3,4,2,1,3,4,3,4,4,3
3,4,1,0,4,3,3,1,1,3,3,1,3,6,0.580933114759521,4,1,3,4,4,4,4,3,1,2
6,2,2,4,4,3,1,1,1,3,3,2,1,6,0.0527326857903158,4,1,3,3,4,4,4,4,4,1
3,4,1,0,1,3,4,5,6,5,5,4,6,7,0.785333137443296,4,4,3,2,4,3,2,3,3,3
5,1,2,3,5,4,3,1,1,3,1,3,1,7,3.16618813255518,4,4,4,4,4,4,4,4,4,1
4,2,2,2,4,3,3,1,3,3,3,1,2,3,0.934550500347904,1,4,2,3,2,4,1,3,2,2
4,2,2,4,5,3,3,3,1,4,4,5,1,7,1.12950916122333,4,4,4,3,4,4,4,3,3,4
6,4,1,5,4,3,3,1,1,1,1,1,1,8,0.29482973648286,4,4,4,3,4,4,3,2,4,2
4,2,2,7,5,5,3,3,3,3,4,5,3,7,2.30596523810296,3,1,3,2,3,3,2,3,3,3
4,3,1,8,3,2,3,1,2,1,3,1,1,8,1.30633765910282,3,2,2,3,3,3,1,1,2,1
6,3,2,2,4,5,3,3,3,5,5,1,1,6,0.0386256280731926,4,1,3,2,4,4,4,3,4,3
5,3,1,4,4,3,3,1,2,4,3,1,3,8,0.0238150663713937,1,4,4,4,1,3,3,3,4,1
4,2,1,4,4,3,3,1,3,3,3,1,3,7,1.14820405174175,1,4,1,1,4,1,1,1,,1
2,4,2,8,4,5,4,1,3,5,5,3,3,1,0.363006024277648,1,1,3,3,4,1,3,1,3,1
4,2,2,4,5,3,3,2,3,5,4,3,4,4,1.01078142850554,1,2,3,2,3,4,4,1,4,3
2,4,2,8,3,3,2,1,1,3,3,1,3,3,0.0638009780771153,4,5,4,4,4,4,4,4,4,4
2,4,2,5,4,4,3,1,1,3,1,3,3,1,0.129414220878238,3,1,1,1,4,2,1,3,4,1
2,3,2,3,5,4,3,1,2,3,3,1,2,5,2.01877987139493,4,2,4,2,4,4,4,3,3,4
4,3,1,1,4,4,3,3,3,3,3,3,3,5,0.82334326217686,1,1,3,3,3,4,1,3,4,1
3,3,1,8,4,3,3,1,3,5,3,1,3,6,1.24568406905786,3,2,4,3,2,2,2,1,4,1
4,2,1,7,4,1,1,1,3,1,1,1,3,5,0.72068669209223,3,4,3,4,4,3,3,4,3,3
4,2,1,0,6,3,1,1,1,1,1,1,1,6,0.691870950397699,1,4,1,4,4,3,3,3,1,1
6,3,1,7,4,3,2,1,1,3,3,1,1,8,0.826170883485729,4,3,4,3,4,2,4,3,4,1
5,4,1,0,4,3,3,3,1,4,3,1,1,7,0.105998913346859,3,3,3,4,4,4,4,1,4,2
3,3,1,4,4,2,1,1,1,1,1,1,1,3,0.960949367560599,3,3,3,1,3,3,3,2,1,2
5,3,2,4,3,2,2,2,1,2,2,2,1,5,0.206238068912965,2,3,3,3,3,3,3,2,4,3
2,3,1,1,5,3,3,1,3,5,1,1,7,7,2.04824843706321,1,4,5,4,4,4,4,4,4,4
6,3,1,7,3,4,3,3,1,3,3,3,1,8,0.45985765928904,4,3,4,3,3,2,3,2,4,2
2,1,2,0,6,4,2,2,2,2,2,2,3,5,3.70234829830645,1,,1,1,,,3,4,4,4
3,3,2,4,5,4,3,3,5,4,3,3,5,1,1.02661889178921,4,4,2,4,3,4,4,3,4,4
6,4,1,3,6,3,1,1,1,1,1,1,1,8,0.111315738687126,3,1,3,3,4,1,3,3,1,1
3,3,2,0,5,4,3,1,3,5,4,4,5,3,1.19108523663087,2,4,4,3,4,4,2,2,4,1
3,2,2,0,6,5,4,1,1,3,3,1,1,8,0.924054186074927,1,4,4,4,4,4,4,4,4,3
5,2,1,2,4,5,4,4,4,3,3,3,1,1,0.711189910916717,4,4,4,4,4,4,3,4,3,1
6,1,1,4,3,5,4,3,1,3,3,3,1,7,2.43598544760372,4,1,4,4,1,4,4,4,4,4
4,3,2,0,5,3,3,1,1,4,1,1,1,1,0.279332056169903,1,4,4,4,4,4,1,3,4,3
1,3,1,3,5,3,1,2,1,3,1,2,1,7,1.85328008534329,4,4,3,5,4,4,5,4,4,4
6,4,1,7,6,5,4,4,1,5,4,4,4,6,0.516590791947963,4,1,4,4,4,4,4,1,3,3
3,3,2,7,4,3,3,3,2,3,3,3,2,7,1.31804956862319,4,3,4,2,3,4,2,1,4,1
4,3,2,2,3,3,4,3,3,1,3,1,3,6,0.49078140760686,4,4,4,4,4,4,3,3,3,1
4,3,1,1,3,3,3,3,3,3,3,3,3,6,1.26352929867721,4,3,3,3,3,4,3,3,4,3
3,2,1,0,5,4,3,1,1,3,3,2,3,1,0.871483798639842,3,4,4,3,4,3,3,2,2,1
5,2,2,3,6,3,4,3,1,3,4,2,2,6,0.330453457531298,3,3,3,3,2,4,2,4,3,3
6,1,2,0,5,3,3,2,1,1,3,3,1,8,1.63942709480268,1,4,3,1,5,4,1,2,3,2
4,3,1,3,3,3,3,2,2,3,3,3,3,6,0.202392409841617,4,1,4,4,3,4,4,4,4,3
6,1,1,7,3,5,3,1,1,6,3,4,1,6,2.81990515854074,1,3,1,3,3,4,3,3,1,1
5,4,1,8,3,3,3,1,2,3,3,2,3,6,0.189442327941276,4,1,3,3,3,3,3,3,4,2
4,4,1,7,3,3,3,2,2,4,7,3,4,3,0.150501513658454,4,1,4,3,3,3,1,2,3,1
4,4,1,8,4,4,4,3,3,4,3,3,3,7,1.51027748723909,4,2,3,3,4,2,3,2,3,2
5,3,2,0,3,4,3,1,1,4,4,3,3,3,0.605154774176724,3,4,4,4,4,4,4,1,4,4
5,4,1,4,3,1,3,1,1,4,3,1,1,7,0.36220435942749,4,3,4,3,3,3,4,3,2,3
6,4,1,0,3,3,3,2,2,3,4,3,4,3,0.188631412737625,4,2,3,3,3,2,2,2,2,2
5,3,1,7,5,2,1,1,1,3,5,3,3,8,0.846513069028316,4,4,4,3,4,4,3,3,4,1
6,4,2,8,6,3,3,1,1,1,3,1,1,3,0.10224103863008,4,3,4,4,3,3,4,4,4,2
7,2,1,0,6,5,3,1,3,1,1,1,1,7,3.38757677941432,4,4,3,3,4,4,3,1,4,3
5,2,2,5,2,3,3,1,1,3,3,1,1,8,0.737505037196099,1,1,3,3,5,4,4,2,4,4
2,4,1,7,3,3,3,1,1,6,5,4,5,6,0.970531276173806,4,3,4,4,4,2,4,1,4,1
6,1,1,0,3,3,3,3,2,3,3,3,1,7,2.02815339684572,,,,,,,1,,1,
4,3,2,3,2,4,3,1,1,5,6,4,6,7,0.837732506531824,1,4,1,2,1,1,3,4,2,3
4,4,2,6,3,3,3,1,3,1,2,1,3,3,0.338698672891228,1,3,3,4,3,3,1,3,2,3
4,4,2,6,3,3,3,3,1,4,5,3,1,7,0.0782604973327805,3,1,3,2,3,2,3,3,4,2
3,3,2,3,5,2,3,1,1,3,2,3,2,7,1.16426453245221,4,4,4,4,4,4,4,3,4,4
5,4,2,7,4,5,3,1,3,3,4,4,4,8,0.420724202255479,4,4,3,3,3,1,3,1,4,1
5,1,2,2,5,2,3,3,1,1,1,1,1,7,2.56530397863082,4,4,3,4,4,4,2,,4,
6,4,2,8,3,3,4,3,3,3,3,2,3,8,0.210037270168759,3,4,4,3,4,3,3,2,3,3
3,2,1,0,6,4,3,3,3,3,4,3,4,5,1.04632795669162,1,4,1,4,1,4,3,4,3,3
2,1,2,7,5,3,4,1,3,4,3,1,3,7,5.27017622018938,1,2,4,2,4,4,3,2,4,1
3,3,1,8,5,3,4,1,2,2,4,2,1,3,3.56966281159578,2,4,3,3,3,4,3,2,3,3
4,2,2,4,5,3,3,1,2,1,3,1,2,7,0.670031930387211,1,1,4,3,4,2,2,1,1,1
3,1,2,5,6,3,2,,1,3,2,1,1,7,2.22915228001773,4,4,4,3,4,4,4,3,4,4
5,2,2,6,2,5,4,1,3,5,4,5,6,1,0.219200283926458,3,3,2,2,4,4,2,3,3,3
3,4,1,8,3,3,3,1,2,1,5,3,5,2,0.816504876538053,4,1,4,4,3,2,3,4,4,2
3,3,2,7,5,3,3,3,1,3,1,1,1,6,0.515295448689327,4,4,3,4,4,4,3,4,1,4
7,3,2,6,5,5,5,3,1,6,6,4,1,8,0.958070977563318,4,4,3,3,4,4,4,1,4,4
3,4,1,8,3,3,3,1,1,3,4,1,2,3,0.362821300851246,4,2,4,3,1,1,4,3,4,3
5,4,2,6,3,3,4,3,3,3,4,3,3,8,0.201860443141372,4,4,4,3,4,3,3,3,4,2
6,2,1,0,3,3,3,1,1,5,4,4,3,3,0.271077119845773,3,2,2,2,3,4,4,1,3,2
2,4,2,0,5,3,4,1,3,3,3,3,4,7,1.86266975072952,3,2,1,1,1,4,4,1,4,1
5,3,1,0,5,3,3,1,3,4,3,2,1,5,0.0537377265889277,1,4,4,4,4,4,4,1,4,4
4,2,2,4,5,3,3,3,2,4,3,3,4,8,0.030588128283507,3,4,3,4,4,4,3,4,3,4
2,4,2,7,3,3,3,1,3,4,3,1,4,5,1.50802837112775,4,1,1,4,1,2,4,1,1,2
3,4,1,7,3,2,2,1,1,7,6,1,5,6,0.405542054328364,1,1,3,4,1,1,2,4,4,1
5,3,2,7,3,3,3,1,2,4,5,1,4,3,0.383065059517445,4,4,4,4,4,4,3,3,4,4
6,1,1,7,4,3,2,1,1,3,3,1,1,7,2.53259608714013,4,3,3,3,1,3,3,3,4,2
6,2,2,5,5,3,3,1,1,4,3,3,1,8,1.41400013017743,4,4,3,3,4,5,2,2,5,1
5,2,2,7,5,4,3,1,1,3,3,1,1,1,1.66417367083898,4,4,3,2,4,4,3,1,1,1
2,2,1,0,6,4,3,1,3,4,3,1,3,8,0.211624144634356,3,2,3,1,3,3,1,1,4,3
4,2,1,4,6,3,4,3,3,3,4,4,7,3,0.181726256289834,3,3,2,3,3,4,3,2,3,1
5,4,2,3,3,3,5,3,5,4,4,2,4,5,0.202353892008367,2,2,3,3,3,3,3,2,2,1
2,2,1,0,6,3,4,3,3,4,4,3,3,1,0.813331218286155,3,1,2,2,3,3,3,3,3,3
2,4,2,5,5,3,3,1,1,3,7,5,6,6,1.14037943262922,3,3,3,3,3,3,3,3,3,3
4,2,1,7,5,2,3,1,1,2,3,1,1,7,2.45331436931319,3,1,3,4,4,4,3,3,3,1
5,1,1,1,4,4,3,3,3,1,1,1,3,3,3.16478078114488,4,3,4,3,3,4,4,2,4,1
5,1,1,4,6,4,3,3,3,4,4,5,4,8,2.33465347424465,3,4,3,3,4,4,2,1,3,3
2,3,1,0,4,2,3,1,1,2,1,1,1,1,1.58899842525054,2,1,1,3,4,4,3,2,2,3
3,3,1,6,4,3,2,1,2,4,4,1,3,8,0.76129367635887,1,3,3,3,4,3,4,3,3,1
6,3,2,2,4,3,3,3,2,4,3,2,1,8,0.0682416872524713,4,3,4,4,1,3,4,3,4,1
5,1,1,0,6,2,3,3,1,1,3,3,1,3,0.260482607980721,3,5,1,2,3,3,2,2,3,2
3,3,2,0,4,3,3,2,3,1,1,1,1,7,0.162503719469655,1,1,3,3,4,4,3,1,4,4
3,2,2,0,5,3,3,2,1,3,3,3,1,8,0.454405943929025,1,4,3,1,4,4,4,4,4,4
6,2,1,6,4,3,3,2,1,4,3,3,1,7,0.0462669955128988,4,3,3,3,4,4,2,3,4,3
6,4,1,3,3,4,3,3,1,3,3,3,1,1,0.373769153231467,4,3,4,4,4,4,4,3,4,2
4,2,1,7,5,3,3,1,1,1,2,1,1,3,0.0357407006012065,1,4,4,3,4,4,4,4,4,4
3,3,1,7,6,3,3,3,1,3,2,1,1,8,0.0488224989399358,1,4,3,3,4,4,3,3,2,3
6,3,2,2,4,5,4,2,3,4,3,1,1,8,0.545276343851418,1,4,2,2,3,,5,1,3,1
6,4,1,0,3,4,3,1,3,5,4,4,5,8,0.288787804618176,3,3,3,3,4,3,3,1,3,1
3,4,1,0,3,4,4,1,1,5,3,4,5,3,0.45522153373356,1,2,3,3,3,4,4,3,3,1
4,1,1,0,4,3,3,1,1,1,1,1,1,7,0.833844526647683,3,1,3,3,3,4,3,3,3,4
5,4,2,7,3,5,4,1,3,5,6,1,6,3,0.281022891450364,4,2,4,3,3,1,4,3,3,2
4,1,2,3,6,3,2,1,2,3,2,3,2,8,1.86240386869563,4,4,4,3,4,4,1,4,4,3
6,1,2,0,6,5,3,1,1,1,3,3,1,3,0.703399864246022,4,3,3,4,4,4,4,4,4,1
5,3,1,4,3,4,4,2,1,5,4,2,1,6,1.43274673486951,4,1,4,4,4,3,3,3,4,3
5,3,2,4,5,3,3,1,1,3,3,3,1,6,1.10479099252855,3,4,3,3,3,2,2,2,4,1
3,3,1,0,6,3,3,1,3,4,5,1,5,3,0.475999020094895,2,1,3,2,1,4,1,2,4,3
4,1,1,7,6,3,3,3,1,3,6,3,1,6,4.3247231398103,3,2,2,4,4,3,3,3,3,1
4,4,2,3,3,4,3,1,3,5,5,1,4,1,0.0259720357695811,4,1,4,1,4,4,4,1,4,2
7,2,1,3,6,3,3,3,1,6,6,6,7,8,1.08394149930662,4,3,3,3,1,3,3,1,1,1
2,4,1,7,3,4,3,1,1,6,5,1,4,5,1.28009709145004,4,4,4,3,4,4,3,3,2,1
5,4,2,7,3,5,5,1,1,4,5,1,1,7,1.13672130217558,1,1,1,1,1,1,4,1,1,1
5,3,2,0,4,3,3,2,3,3,4,1,4,6,0.455194121671854,4,4,3,3,4,4,5,1,4,1
4,4,1,7,3,3,3,3,3,3,3,3,3,6,0.399751893735592,4,3,1,4,3,4,4,2,3,2
5,3,2,0,6,1,3,2,1,1,3,3,1,6,0.624587712740809,3,2,3,1,3,3,2,2,3,3
6,2,2,3,3,3,3,1,1,1,3,3,1,7,0.795316862789532,4,4,4,3,4,4,3,3,3,3
4,3,2,4,2,3,2,1,2,3,4,3,4,1,0.285467962916504,2,2,4,1,4,3,1,3,3,1
3,3,2,0,6,2,3,1,1,2,3,2,1,8,1.63560849456303,1,4,1,1,1,4,1,3,3,2
4,3,2,6,4,3,3,3,3,3,3,3,3,7,1.30996274479844,4,4,4,3,4,4,1,4,4,4
3,3,1,2,3,2,2,1,3,3,2,1,2,3,0.48514941642249,4,3,4,3,3,4,3,4,4,3
5,3,2,7,4,3,3,2,2,3,4,1,1,8,0.162865542486595,4,2,4,3,4,5,5,5,3,5
2,3,2,7,4,2,3,1,2,3,3,3,3,7,1.68473948499627,3,4,3,3,3,3,3,3,4,2
4,4,1,4,3,3,3,1,2,1,3,1,3,3,0.132998495980398,3,4,4,4,1,4,3,3,3,1
5,4,1,0,3,3,3,3,3,3,4,3,4,7,0.202864524502952,1,1,,,1,1,,1,2,2
